img_id,category,question,answer,mode
synpic17654,organ,what is the organ principally shown in this x-ray,spine and contents,train
synpic56844,organ,which organ is captured by this mri,skull and contents,train
synpic43708,organ,which organ system is shown in the mri,skull and contents,train
synpic35615,organ,what is one organ system seen in this image,skull and contents,train
synpic43651,organ,what organ is this angiogram showing,genitourinary,train
synpic33179,organ,what is the organ system in this image,gastrointestinal,train
synpic31741,organ,what organ system is displayed in this x-ray,musculoskeletal,train
synpic25275,organ,which organ system is shown in the mri,skull and contents,train
synpic18627,organ,what part of the body does this ct scan show,gastrointestinal,train
synpic45446,organ,what is the organ system in this image,vascular and lymphatic,train
synpic44470,organ,what organ system is visualized,skull and contents,train
synpic35745,organ,the mri shows what organ system,skull and contents,train
synpic51075,organ,which organ system is shown in the ct scan,skull and contents,train
synpic40723,organ,what part of the body does this mri show,skull and contents,train
synpic50024,organ,what organ system is being imaged,skull and contents,train
synpic41562,organ,what part of the body does this ct scan show,lung mediastinum pleura,train
synpic59563,organ,what organ system is being imaged,skull and contents,train
synpic51954,organ,what organ system is primarily present in this image,skull and contents,train
synpic23032,organ,what organ system is visualized,skull and contents,train
synpic52370,organ,what organ system is displayed in this mri,skull and contents,train
synpic48181,organ,what organ system is shown in the image,vascular and lymphatic,train
synpic53966,organ,what organ system is shown in the image,skull and contents,train
synpic61222,organ,what organ system is displayed in this ct scan,lung mediastinum pleura,train
synpic16937,organ,what organ system is primarily present in this image,heart and great vessels,train
synpic20416,organ,which organ system is shown in the ct scan,heart and great vessels,train
synpic28745,organ,what organ system is being imaged,genitourinary,train
synpic36987,organ,which organ system is shown in the ct scan,vascular and lymphatic,train
synpic37401,organ,which organ system is shown in the gastrointestinal image,gastrointestinal,train
synpic29624,organ,what organ systems can be evaluated with this mri,skull and contents,train
synpic30372,organ,what organ system is imaged,musculoskeletal,train
synpic19769,organ,what is one organ system seen in this image,skull and contents,train
synpic55583,organ,what is the organ system in this image,skull and contents,train
synpic45870,organ,what part of the body does this mri show,skull and contents,train
synpic31260,organ,what is one organ system seen in this image,lung mediastinum pleura,train
synpic10588,organ,what organ system is pictured here,skull and contents,train
synpic55928,organ,the ct scan shows what organ system,face sinuses and neck,train
synpic33574,organ,which organ system is imaged,breast,train
synpic19753,organ,what organ system is displayed in this mri,musculoskeletal,train
synpic37692,organ,what organ is this image of,skull and contents,train
synpic34500,organ,what organ system is being imaged,skull and contents,train
synpic58652,organ,what is the organ system in this image,face sinuses and neck,train
synpic40568,organ,what organ system is visualized,spine and contents,train
synpic13036,organ,what organ system is evaluated primarily,gastrointestinal,train
synpic18810,organ,the ct scan shows what organ system,gastrointestinal,train
synpic47344,organ,what organ system is imaged,skull and contents,train
synpic51700,organ,what organ is this image of,skull and contents,train
synpic58469,organ,what organ system is being imaged,skull and contents,train
synpic47722,organ,what organ system is imaged,heart and great vessels,train
synpic51715,organ,what organ is this image of,skull and contents,train
synpic600,organ,what organ systems can be evaluated with this mri,skull and contents,train
synpic39220,organ,what part of the body is being imaged,gastrointestinal,train
synpic59403,organ,what organ system is shown in the image,face sinuses and neck,train
synpic29038,organ,the mri shows what organ system,spine and contents,train
synpic8622,organ,what part of the body does this ct scan show,gastrointestinal,train
synpic29835,organ,what organ system is pictured here,gastrointestinal,train
synpic28664,organ,what organ is this image of,musculoskeletal,train
synpic43453,organ,what organ system is visualized,lung mediastinum pleura,train
synpic16805,organ,what organ is this ct scan showing,skull and contents,train
synpic42789,organ,what is the organ principally shown in this mri,skull and contents,train
synpic43617,organ,what is the organ system in this image,genitourinary,train
synpic57273,organ,what organ system is shown in this mri,skull and contents,train
synpic43471,organ,what is the organ system in this image,musculoskeletal,train
synpic29733,organ,what organ system is visualized,gastrointestinal,train
synpic26978,organ,what part of the body is being imaged here,breast,train
synpic50065,organ,what organ system is shown in the image,musculoskeletal,train
synpic46599,organ,what is the organ system in this image,gastrointestinal,train
synpic19978,organ,what organ system is being imaged,gastrointestinal,train
synpic30387,organ,what organ system is shown in the image,skull and contents,train
synpic50837,organ,the ct scan shows what organ system,spine and contents,train
synpic16091,organ,what organ system is evaluated primarily,genitourinary,train
synpic29456,organ,what part of the body is being imaged here,skull and contents,train
synpic33843,organ,what organ system is shown in the image,gastrointestinal,train
synpic34059,organ,what organ system is shown in the image,gastrointestinal,train
synpic38319,organ,what organ system is pictured here,heart and great vessels,train
synpic27745,organ,what part of the body is being imaged here,skull and contents,train
synpic37466,organ,what organ system is shown in the image,vascular and lymphatic,train
synpic20753,organ,which organ system is imaged,breast,train
synpic25386,organ,what organ system is pictured here,skull and contents,train
synpic25380,organ,what part of the body does this pet scan show,vascular and lymphatic,train
synpic37868,organ,which organ is captured by this mri,skull and contents,train
synpic32612,organ,what organ systems can be evaluated with this ct scan,genitourinary,train
synpic42986,organ,what organ system is visualized,gastrointestinal,train
synpic22575,organ,what organ system is shown in this x-ray,lung mediastinum pleura,train
synpic36927,organ,what organ system is shown in this mri,skull and contents,train
synpic10769,organ,what organ is this mri showing,skull and contents,train
synpic34972,organ,what part of the body is being imaged,skull and contents,train
synpic19528,organ,what organ system is imaged,lung mediastinum pleura,train
synpic29691,organ,what organ system is visualized,vascular and lymphatic,train
synpic58492,organ,what part of the body is being imaged,skull and contents,train
synpic58841,organ,what organ system is displayed in this ct scan,skull and contents,train
synpic40816,organ,what part of the body is being imaged,skull and contents,train
synpic56011,organ,what organ system is being imaged,skull and contents,train
synpic50546,organ,what organ systems can be evaluated with this mri,skull and contents,train
synpic43797,organ,what is one organ system seen in this image,heart and great vessels,train
synpic36191,organ,what organ system is being imaged,breast,train
synpic40281,organ,what organ system is being imaged,gastrointestinal,train
synpic57639,organ,what is the organ system in this image,spine and contents,train
synpic53973,organ,what organ system is shown in the image,skull and contents,train
synpic23091,organ,what organ systems can be evaluated with this mri,musculoskeletal,train
synpic22647,organ,what organ systems can be evaluated with this x-ray,genitourinary,train
synpic19826,organ,what organ system is evaluated primarily,gastrointestinal,train
synpic36774,organ,what organ is this mri showing,skull and contents,train
synpic15171,organ,what organ system is primarily present in this image,lung mediastinum pleura,train
synpic30700,organ,what organ system is displayed in this ct scan,skull and contents,train
synpic37748,organ,which organ system is shown in the ct scan,face sinuses and neck,train
synpic25424,organ,what organ is this ct scan showing,heart and great vessels,train
synpic31745,organ,what part of the body is being imaged,genitourinary,train
synpic41916,organ,what part of the body does this mri show,skull and contents,train
synpic38717,organ,what part of the body is being imaged here,musculoskeletal,train
synpic45921,organ,what organ system is shown in the image,skull and contents,train
synpic25331,organ,what organ system is shown in the image,skull and contents,train
synpic30992,organ,what part of the body is being imaged here,musculoskeletal,train
synpic15795,organ,what organ system is being imaged,skull and contents,train
synpic19600,organ,what is one organ system seen in this image,musculoskeletal,train
synpic33504,organ,what organ system is being imaged,face sinuses and neck,train
synpic49033,organ,what organ system is displayed in this x-ray,musculoskeletal,train
synpic55723,organ,what organ system is shown in this mri,skull and contents,train
synpic50742,organ,what organ is this image of,skull and contents,train
synpic31251,organ,what organ system is pictured here,lung mediastinum pleura,train
synpic37394,organ,what organ system is visualized,genitourinary,train
synpic28305,organ,what organ system is shown in the image,vascular and lymphatic,train
synpic57196,organ,what organ is this image of,skull and contents,train
synpic52990,organ,what is the organ principally shown in this ct scan,lung mediastinum pleura,train
synpic34859,organ,what organ system is displayed in this mri,skull and contents,train
synpic9634,organ,what is the organ system in this image,gastrointestinal,train
synpic38753,organ,what organ systems can be evaluated with this ultrasound,genitourinary,train
synpic39552,organ,the mri shows what organ system,skull and contents,train
synpic28967,organ,the ct scan shows what organ system,lung mediastinum pleura,train
synpic23691,organ,what organ system is shown in the image,skull and contents,train
synpic27259,organ,what organ is this image of,musculoskeletal,train
synpic47203,organ,what organ is this image of,skull and contents,train
synpic20793,organ,which organ is captured by this mri,skull and contents,train
synpic28718,organ,what organ systems can be evaluated with this ct scan,gastrointestinal,train
synpic17361,organ,what organ system is being imaged,musculoskeletal,train
synpic42284,organ,what organ system is shown in the image,skull and contents,train
synpic55469,organ,what organ system is primarily present in this image,spine and contents,train
synpic14610,organ,which organ system is imaged,spine and contents,train
synpic48406,organ,what organ systems can be evaluated with this mri,spine and contents,train
synpic51867,organ,what is one organ system seen in this image,face sinuses and neck,train
synpic31737,organ,what organ system is displayed in this ct scan,musculoskeletal,train
synpic49809,organ,what part of the body is being imaged here,skull and contents,train
synpic47620,organ,what organ system is shown in the image,skull and contents,train
synpic34806,organ,what organ system is shown in the image,skull and contents,train
synpic35603,organ,what organ system is being imaged,skull and contents,train
synpic22237,organ,the ct scan shows what organ system,face sinuses and neck,train
synpic56281,organ,what organ system is imaged,lung mediastinum pleura,train
synpic55594,organ,what organ system is shown in the image,skull and contents,train
synpic51335,organ,which organ system is imaged,skull and contents,train
synpic45158,organ,what organ system is evaluated primarily,skull and contents,train
synpic27139,organ,what organ systems can be evaluated with this x-ray,musculoskeletal,train
synpic33910,organ,what is one organ system seen in this image,skull and contents,train
synpic33342,organ,what is the organ principally shown in this ct scan,spine and contents,train
synpic55480,organ,what organ system is being imaged,spine and contents,train
synpic59865,organ,what part of the body does this mri show,skull and contents,train
synpic52445,organ,what organ system is visualized,skull and contents,train
synpic29008,organ,which organ is captured by this mri,skull and contents,train
synpic22225,organ,which organ system is imaged,musculoskeletal,train
synpic27630,organ,what organ systems can be evaluated with this mri,gastrointestinal,train
synpic53585,organ,which organ system is imaged,skull and contents,train
synpic27286,organ,what is the organ principally shown in this x-ray,gastrointestinal,train
synpic52849,organ,what organ is this image of,musculoskeletal,train
synpic49395,organ,what is the organ principally shown in this mri,skull and contents,train
synpic60523,organ,what organ system is displayed in this ct scan,gastrointestinal,train
synpic47774,organ,what part of the body is being imaged here,face sinuses and neck,train
synpic29238,organ,what organ system is shown in this x-ray,musculoskeletal,train
synpic41236,organ,what part of the body is being imaged,spine and contents,train
synpic32624,organ,which organ is captured by this x-ray,musculoskeletal,train
synpic11818,organ,what is the organ principally shown in this mri,skull and contents,train
synpic20071,organ,which organ system is imaged,skull and contents,train
synpic26737,organ,what organ system is pictured here,gastrointestinal,train
synpic18406,organ,what part of the body is being imaged here,gastrointestinal,train
synpic36677,organ,what organ systems can be evaluated with this mri,skull and contents,train
synpic58906,organ,what organ system is shown in the image,skull and contents,train
synpic36381,organ,what organ is this image of,musculoskeletal,train
synpic47672,organ,what is one organ system seen in this image,genitourinary,train
synpic27724,organ,what organ system is evaluated primarily,gastrointestinal,train
synpic43435,organ,what organ system is primarily present in this image,gastrointestinal,train
synpic59012,organ,which organ system is imaged,skull and contents,train
synpic59942,organ,what organ system is being imaged,skull and contents,train
synpic26372,organ,what part of the body does this ct scan show,gastrointestinal,train
synpic25219,organ,what part of the body does this mri show,skull and contents,train
synpic55809,organ,what organ is this image of,skull and contents,train
synpic60676,organ,what organ system is evaluated primarily,skull and contents,train
synpic28056,organ,what organ is this ct scan showing,skull and contents,train
synpic26244,organ,the mri shows what organ system,skull and contents,train
synpic32753,organ,what part of the body is being imaged here,musculoskeletal,train
synpic46448,organ,what organ system is evaluated primarily,lung mediastinum pleura,train
synpic48487,organ,what organ system is displayed in this ultrasound,genitourinary,train
synpic29541,organ,what organ system is primarily present in this image,vascular and lymphatic,train
synpic16165,organ,what organ is this image of,musculoskeletal,train
synpic53569,organ,what organ system is displayed in this ct scan,vascular and lymphatic,train
synpic16192,organ,what organ system is shown in the image,musculoskeletal,train
synpic33126,organ,what is the organ principally shown in this ultrasound,musculoskeletal,train
synpic33273,organ,the ct scan shows what organ system,gastrointestinal,train
synpic28624,organ,what is one organ system seen in this image,musculoskeletal,train
synpic59546,organ,what organ systems can be evaluated with this ct scan,face sinuses and neck,train
synpic44141,organ,what organ systems can be evaluated with this gastrointestinal image,gastrointestinal,train
synpic48668,organ,what part of the body is being imaged here,skull and contents,train
synpic31780,organ,what is the organ principally shown in this x-ray,musculoskeletal,train
synpic57072,organ,what is the organ principally shown in this mri,skull and contents,train
synpic34587,organ,what organ is this mri showing,skull and contents,train
synpic59198,organ,what organ is this image of,skull and contents,train
synpic23975,organ,what organ system is primarily present in this image,musculoskeletal,train
synpic20959,organ,which organ is captured by this image,breast,train
synpic29553,organ,what organ system is being imaged,genitourinary,train
synpic28793,organ,what part of the body is being imaged here,musculoskeletal,train
synpic27287,organ,which organ system is shown in the ct scan,gastrointestinal,train
synpic17854,organ,what organ is this image of,genitourinary,train
synpic27268,organ,what organ system is displayed in this x-ray,musculoskeletal,train
synpic27360,organ,which organ system is imaged,skull and contents,train
synpic40108,organ,what organ systems can be evaluated with this mri,skull and contents,train
synpic51636,organ,what organ system is primarily present in this image,spine and contents,train
synpic52600,organ,what is the organ principally shown in this x-ray,spine and contents,train
synpic51392,organ,what organ system is shown in the image,skull and contents,train
synpic32364,organ,what organ is this image of,face sinuses and neck,train
synpic46232,organ,which organ system is shown in the ct scan,musculoskeletal,train
synpic55310,organ,which organ is captured by this gastrointestinal image,gastrointestinal,train
synpic57879,organ,what organ is this mri showing,skull and contents,train
synpic30967,organ,what organ system is pictured here,lung mediastinum pleura,train
synpic19015,organ,what organ system is evaluated primarily,musculoskeletal,train
synpic40279,organ,what is the organ principally shown in this ct scan,gastrointestinal,train
synpic37447,organ,what part of the body is being imaged here,genitourinary,train
synpic50612,organ,what organ system is primarily present in this image,genitourinary,train
synpic40937,organ,what organ system is visualized,skull and contents,train
synpic37099,organ,which organ system is shown in the ct scan,vascular and lymphatic,train
synpic37969,organ,what organ system is pictured here,breast,train
synpic57004,organ,what part of the body is being imaged,skull and contents,train
synpic34593,organ,which organ system is imaged,skull and contents,train
synpic53526,organ,what organ system is shown in the image,skull and contents,train
synpic42153,organ,what organ system is shown in this ultrasound,genitourinary,train
synpic43498,organ,what organ system is primarily present in this image,musculoskeletal,train
synpic15884,organ,what part of the body is being imaged,heart and great vessels,train
synpic55701,organ,what organ system is primarily present in this image,skull and contents,train
synpic57293,organ,what part of the body is being imaged,skull and contents,train
synpic11415,organ,what organ system is shown in the image,skull and contents,train
synpic38902,organ,which organ is captured by this mri,musculoskeletal,train
synpic25392,organ,what organ system is visualized,gastrointestinal,train
synpic47630,organ,what organ systems can be evaluated with this mri,skull and contents,train
synpic57200,organ,what organ system is being imaged,skull and contents,train
synpic51600,organ,what organ system is being imaged,musculoskeletal,train
synpic16904,organ,what organ systems can be evaluated with this ct scan,genitourinary,train
synpic27971,organ,which organ system is imaged,genitourinary,train
synpic56387,organ,what part of the body is being imaged here,skull and contents,train
synpic28377,organ,what organ system is being imaged,gastrointestinal,train
synpic40434,organ,which organ system is imaged,vascular and lymphatic,train
synpic38757,organ,what is one organ system seen in this image,gastrointestinal,train
synpic40722,organ,which organ is captured by this mri,skull and contents,train
synpic46524,organ,what organ system is displayed in this ct scan,face sinuses and neck,train
synpic51612,organ,which organ system is shown in the ct scan,vascular and lymphatic,train
synpic48159,organ,which organ system is imaged,lung mediastinum pleura,train
synpic21523,organ,which organ system is imaged,musculoskeletal,train
synpic46480,organ,what organ system is pictured here,spine and contents,train
synpic40781,organ,what organ system is shown in this ct scan,gastrointestinal,train
synpic51203,organ,what part of the body is being imaged,spine and contents,train
synpic53447,organ,what organ system is pictured here,skull and contents,train
synpic38248,organ,which organ system is shown in the mri,skull and contents,train
synpic21483,organ,what is the organ principally shown in this mri,face sinuses and neck,train
synpic16506,organ,what organ system is displayed in this mri,musculoskeletal,train
synpic21407,organ,what is one organ system seen in this image,gastrointestinal,train
synpic27649,organ,what organ system is pictured here,skull and contents,train
synpic54982,organ,which organ system is shown in the mri,skull and contents,train
synpic28473,organ,what organ system is shown in the image,breast,train
synpic36392,organ,what organ is this ct scan showing,genitourinary,train
synpic42172,organ,what organ system is pictured here,gastrointestinal,train
synpic45741,organ,what part of the body is being imaged,genitourinary,train
synpic32079,organ,what organ system is imaged,skull and contents,train
synpic57404,organ,what organ systems can be evaluated with this mri,skull and contents,train
synpic51322,organ,what organ system is primarily present in this image,lung mediastinum pleura,train
synpic42061,organ,what organ system is displayed in this ct scan,spine and contents,train
synpic57204,organ,which organ system is imaged,skull and contents,train
synpic45586,organ,what organ is this image of,skull and contents,train
synpic47404,organ,what part of the body is being imaged,lung mediastinum pleura,train
synpic41195,organ,what organ system is shown in the image,spine and contents,train
synpic33429,organ,what part of the body is being imaged here,lung mediastinum pleura,train
synpic17382,organ,what organ is this ultrasound showing,genitourinary,train
synpic17799,organ,what organ system is primarily present in this image,musculoskeletal,train
synpic45606,organ,what organ system is shown in the image,genitourinary,train
synpic22402,organ,what organ system is being imaged,musculoskeletal,train
synpic51016,organ,what organ system is pictured here,skull and contents,train
synpic53404,organ,what organ system is pictured here,skull and contents,train
synpic46649,organ,what is one organ system seen in this image,skull and contents,train
synpic57419,organ,what organ system is shown in this mri,spine and contents,train
synpic26537,organ,what is one organ system seen in this image,gastrointestinal,train
synpic28939,organ,what is one organ system seen in this image,musculoskeletal,train
synpic32874,organ,what organ is this ct scan showing,heart and great vessels,train
synpic22775,organ,which organ system is shown in the ct scan,gastrointestinal,train
synpic23599,organ,what part of the body does this mri show,skull and contents,train
synpic55092,organ,which organ system is shown in the ct scan,spine and contents,train
synpic43704,organ,what organ system is shown in this mri,skull and contents,train
synpic48095,organ,the mri shows what organ system,skull and contents,train
synpic46858,organ,what organ system is displayed in this mri,skull and contents,train
synpic32240,organ,what organ system is displayed in this x-ray,musculoskeletal,train
synpic20605,organ,which organ system is imaged,gastrointestinal,train
synpic36776,organ,what part of the body is being imaged here,skull and contents,train
synpic60726,organ,what is the organ principally shown in this mri,skull and contents,train
synpic58394,organ,what is one organ system seen in this image,heart and great vessels,train
synpic39045,organ,what organ is this angiogram showing,skull and contents,train
synpic41844,organ,what organ system is shown in this mri,skull and contents,train
synpic37107,organ,what organ system is pictured here,skull and contents,train
synpic30922,organ,what organ system is evaluated primarily,skull and contents,train
synpic58203,organ,what is the organ system in this image,face sinuses and neck,train
synpic24083,organ,what organ system is being imaged,genitourinary,train
synpic49252,organ,what organ is this mri showing,spine and contents,train
synpic32265,organ,what organ system is shown in the image,musculoskeletal,train
synpic19683,organ,the x-ray shows what organ system,lung mediastinum pleura,train
synpic56691,organ,what organ is this mri showing,musculoskeletal,train
synpic27224,organ,the ct scan shows what organ system,gastrointestinal,train
synpic54339,organ,what organ system is shown in the image,skull and contents,train
synpic46832,organ,what organ system is shown in this ct scan,lung mediastinum pleura,train
synpic32179,organ,what organ system is being imaged,genitourinary,train
synpic31503,organ,what is the organ principally shown in this ct scan,gastrointestinal,train
synpic56587,organ,what organ system is visualized,skull and contents,train
synpic27880,organ,which organ system is imaged,vascular and lymphatic,train
synpic45956,organ,what organ system is shown in the image,skull and contents,train
synpic24249,organ,which organ system is shown in the ultrasound,genitourinary,train
synpic59550,organ,what organ system is displayed in this ct scan,skull and contents,train
synpic15723,organ,what organ system is visualized,musculoskeletal,train
synpic40479,organ,what organ system is primarily present in this image,skull and contents,train
synpic42332,organ,what organ system is shown in the image,musculoskeletal,train
synpic50629,organ,what part of the body is being imaged here,gastrointestinal,train
synpic48215,organ,what organ is this x-ray showing,lung mediastinum pleura,train
synpic53045,organ,what organ system is being imaged,skull and contents,train
synpic61244,organ,what part of the body does this mri show,skull and contents,train
synpic56157,organ,what organ system is pictured here,spine and contents,train
synpic51641,organ,the mri shows what organ system,spine and contents,train
synpic57383,organ,what organ is this mri showing,skull and contents,train
synpic58867,organ,what organ system is imaged,face sinuses and neck,train
synpic13277,organ,what is one organ system seen in this image,musculoskeletal,train
synpic21686,organ,what organ system is pictured here,vascular and lymphatic,train
synpic17986,organ,what organ system is visualized,musculoskeletal,train
synpic19307,organ,what is the organ principally shown in this mri,skull and contents,train
synpic22726,organ,what part of the body is being imaged,musculoskeletal,train
synpic21180,organ,what organ system is shown in this image,breast,train
synpic16032,organ,what part of the body is being imaged here,face sinuses and neck,train
synpic40244,organ,what organ is this x-ray showing,musculoskeletal,train
synpic31628,organ,which organ is captured by this ultrasound,gastrointestinal,train
synpic43442,organ,what organ system is shown in the image,gastrointestinal,train
synpic17061,organ,what organ system is pictured here,musculoskeletal,train
synpic60622,organ,what is one organ system seen in this image,skull and contents,train
synpic53333,organ,which organ system is imaged,vascular and lymphatic,train
synpic47172,organ,what part of the body is being imaged,skull and contents,train
synpic46851,organ,what is one organ system seen in this image,skull and contents,train
synpic22244,organ,what part of the body is being imaged here,lung mediastinum pleura,train
synpic42307,organ,what part of the body is being imaged,skull and contents,train
synpic31303,organ,what part of the body is being imaged,vascular and lymphatic,train
synpic34145,organ,which organ system is imaged,lung mediastinum pleura,train
synpic20062,organ,what organ system is being imaged,lung mediastinum pleura,train
synpic44436,organ,what organ system is evaluated primarily,genitourinary,train
synpic45991,organ,which organ system is shown in the ct scan,spine and contents,train
synpic28620,organ,what organ system is shown in this ct scan,musculoskeletal,train
synpic51913,organ,which organ is captured by this mri,skull and contents,train
synpic41794,organ,what organ system is shown in this mri,spine and contents,train
synpic20810,organ,what is the organ system in this image,musculoskeletal,train
synpic20422,organ,what part of the body is being imaged,lung mediastinum pleura,train
synpic34405,organ,what organ system is visualized,spine and contents,train
synpic20803,organ,which organ system is shown in the ct scan,gastrointestinal,train
synpic18556,organ,what part of the body is being imaged,musculoskeletal,train
synpic27151,organ,what organ system is pictured here,skull and contents,train
synpic51059,organ,what organ system is evaluated primarily,skull and contents,train
synpic42107,organ,what organ system is visualized,skull and contents,train
synpic24643,organ,what organ system is shown in the image,lung mediastinum pleura,train
synpic16486,organ,what organ system is shown in this x-ray,musculoskeletal,train
synpic57885,organ,what organ system is evaluated primarily,skull and contents,train
synpic25504,organ,what organ system is displayed in this x-ray,lung mediastinum pleura,train
synpic51923,organ,what organ systems can be evaluated with this ct scan,musculoskeletal,train
synpic40087,organ,what organ system is pictured here,face sinuses and neck,train
synpic15437,organ,the ct scan shows what organ system,gastrointestinal,train
synpic34408,organ,what organ system is visualized,spine and contents,train
synpic37271,organ,what organ system is primarily present in this image,genitourinary,train
synpic35181,organ,what organ system is visualized,lung mediastinum pleura,train
synpic19790,organ,what organ system is displayed in this mri,skull and contents,train
synpic41654,organ,what organ system is evaluated primarily,skull and contents,train
synpic23222,organ,what is the organ system in this image,face sinuses and neck,train
synpic51842,organ,what part of the body is being imaged here,skull and contents,train
synpic46211,organ,which organ is captured by this ct scan,spine and contents,train
synpic51468,organ,what organ system is shown in the image,skull and contents,train
synpic26940,organ,what organ system is being imaged,breast,train
synpic51344,organ,what organ system is shown in this ct scan,musculoskeletal,train
synpic27262,organ,what part of the body is being imaged,vascular and lymphatic,train
synpic22793,organ,what organ system is being imaged,genitourinary,train
synpic20989,organ,what is the organ principally shown in this mri,skull and contents,train
synpic22153,organ,the x-ray shows what organ system,lung mediastinum pleura,train
synpic58377,organ,what organ system is imaged,musculoskeletal,train
synpic28104,organ,what organ system is imaged,skull and contents,train
synpic19524,organ,what is the organ principally shown in this mri,musculoskeletal,train
synpic28210,organ,what organ system is shown in the image,gastrointestinal,train
synpic51493,organ,what part of the body is being imaged here,gastrointestinal,train
synpic45573,organ,what organ systems can be evaluated with this mri,face sinuses and neck,train
synpic58719,organ,what is the organ principally shown in this mri,skull and contents,train
synpic18218,organ,what organ is this image of,face sinuses and neck,train
synpic53959,organ,which organ system is shown in the mri,skull and contents,train
synpic31235,organ,what organ system is evaluated primarily,face sinuses and neck,train
synpic36658,organ,what organ system is shown in this mri,skull and contents,train
synpic46544,organ,what part of the body is being imaged here,musculoskeletal,train
synpic19219,organ,what organ system is visualized,lung mediastinum pleura,train
synpic35913,organ,what organ system is pictured here,gastrointestinal,train
synpic53529,organ,what organ system is shown in the image,skull and contents,train
synpic36689,organ,what part of the body is being imaged,genitourinary,train
synpic51420,organ,what organ system is shown in this ct scan,skull and contents,train
synpic56911,organ,what organ is this image of,spine and contents,train
synpic14408,organ,what organ system is pictured here,lung mediastinum pleura,train
synpic31874,organ,what organ system is shown in the image,gastrointestinal,train
synpic48337,organ,what part of the body does this mri show,skull and contents,train
synpic12734,organ,what organ system is shown in this mri,skull and contents,train
synpic44105,organ,what organ system is evaluated primarily,skull and contents,train
synpic17460,organ,what organ system is pictured here,lung mediastinum pleura,train
synpic45463,organ,what organ system is imaged,musculoskeletal,train
synpic39820,organ,what organ system is shown in the image,skull and contents,train
synpic42981,organ,what organ system is imaged,lung mediastinum pleura,train
synpic53549,organ,what part of the body is being imaged here,skull and contents,train
synpic38482,organ,what organ system is shown in the image,lung mediastinum pleura,train
synpic34810,organ,which organ system is shown in the mri,skull and contents,train
synpic59696,organ,what part of the body is being imaged,skull and contents,train
synpic28645,organ,what is one organ system seen in this image,gastrointestinal,train
synpic28710,organ,what organ system is visualized,lung mediastinum pleura,train
synpic47206,organ,what organ is this ct scan showing,skull and contents,train
synpic31917,organ,what part of the body is being imaged,lung mediastinum pleura,train
synpic22214,organ,what organ system is displayed in this ultrasound,genitourinary,train
synpic53742,organ,what is the organ principally shown in this mri,spine and contents,train
synpic25572,organ,what is the organ principally shown in this mri,skull and contents,train
synpic58537,organ,what organ system is displayed in this mri,skull and contents,train
synpic18041,organ,what organ systems can be evaluated with this ct scan,skull and contents,train
synpic52482,organ,what organ system is shown in the image,musculoskeletal,train
synpic50580,organ,what organ system is shown in the image,musculoskeletal,train
synpic54372,organ,what organ system is imaged,gastrointestinal,train
synpic56359,organ,what organ system is pictured here,skull and contents,train
synpic38928,organ,what organ system is imaged,genitourinary,train
synpic36113,organ,what organ system is pictured here,musculoskeletal,train
synpic17917,organ,which organ system is imaged,lung mediastinum pleura,train
synpic60193,organ,what organ systems can be evaluated with this mri,face sinuses and neck,train
synpic47805,organ,what organ system is shown in this ct scan,lung mediastinum pleura,train
synpic41789,organ,what part of the body does this mri show,skull and contents,train
synpic45166,organ,the mri shows what organ system,skull and contents,train
synpic40096,organ,which organ is captured by this mri,skull and contents,train
synpic26131,organ,what organ system is being imaged,genitourinary,train
synpic57589,organ,what is the organ principally shown in this mri,spine and contents,train
synpic31646,organ,what part of the body is being imaged,face sinuses and neck,train
synpic22648,organ,what part of the body does this ultrasound show,genitourinary,train
synpic13313,organ,what part of the body is being imaged here,lung mediastinum pleura,train
synpic19829,organ,what organ system is visualized,skull and contents,train
synpic33213,organ,which organ system is imaged,musculoskeletal,train
synpic22316,organ,what is one organ system seen in this image,genitourinary,train
synpic49404,organ,which organ system is imaged,skull and contents,train
synpic44432,organ,what organ systems can be evaluated with this ct scan,genitourinary,train
synpic35606,organ,what organ system is imaged,skull and contents,train
synpic38224,organ,what organ system is primarily present in this image,skull and contents,train
synpic31645,organ,what organ system is evaluated primarily,face sinuses and neck,train
synpic57517,organ,what organ system is shown in the image,gastrointestinal,train
synpic54246,organ,what organ system is shown in the image,face sinuses and neck,train
synpic28814,organ,what organ is this ct scan showing,gastrointestinal,train
synpic20131,organ,what organ system is displayed in this gastrointestinal image,gastrointestinal,train
synpic23120,organ,what is the organ system in this image,musculoskeletal,train
synpic33781,organ,what organ is this image of,skull and contents,train
synpic24176,organ,what organ system is evaluated primarily,genitourinary,train
synpic40285,organ,what organ system is pictured here,skull and contents,train
synpic27371,organ,what organ system is evaluated primarily,lung mediastinum pleura,train
synpic61127,organ,what organ system is evaluated primarily,skull and contents,train
synpic54779,organ,what part of the body is being imaged,skull and contents,train
synpic43496,organ,what organ systems can be evaluated with this x-ray,musculoskeletal,train
synpic33715,organ,what organ systems can be evaluated with this mri,genitourinary,train
synpic49435,organ,what organ system is visualized,skull and contents,train
synpic49961,organ,what organ is this mri showing,skull and contents,train
synpic31556,organ,what organ system is pictured here,genitourinary,train
synpic54698,organ,the ct scan shows what organ system,spine and contents,train
synpic20554,organ,what organ system is imaged,genitourinary,train
synpic51567,organ,what part of the body does this mri show,skull and contents,train
synpic50648,organ,what part of the body does this ct scan show,skull and contents,train
